id,year,best,high,low
85135,2004,2,2,2
85136,2004,1,1,1
85137,2004,1,1,1
85138,2005,1,1,1
85139,2006,3,3,3
85144,2005,1,1,1
85145,2004,1,1,1
85146,2004,1,1,1
85149,2004,6,6,6
85150,2004,2,2,2
85151,2004,1,1,1
85152,2004,1,1,1
85153,2004,1,1,1
85154,2004,5,5,5
85155,2004,1,1,1
85160,2005,3,3,3
85189,2003,1,1,1
85190,2004,3,3,3
85191,2003,1,1,1
85192,2003,6,7,6
85193,2003,2,2,2
85194,2003,1,1,1
85195,2003,15,15,15
85196,2003,14,14,14
85197,2003,4,4,4
85198,2003,1,1,1
85199,2002,2,2,2
85247,2001,2,2,0
85248,1998,2,2,2
85249,1998,1,1,1
85250,2002,2,2,2
85252,2002,1,1,1
85257,1997,5,5,5
85258,1997,2,2,2
85259,2002,3,3,3
85262,2002,1,1,1
85263,2002,3,3,3
85264,2002,1,1,1
85265,2002,2,2,2
85266,2002,1,1,1
85961,2006,1,1,1
85267,1993,4,4,4
85268,2002,2,2,2
85269,1994,2,2,2
85270,2002,3,3,3
85271,2001,7,7,7
85272,2001,3,3,3
85273,1999,2,2,2
85274,1999,1,1,1
85275,1995,2,2,2
85276,1995,2,2,2
85277,2002,1,1,1
89225,2004,1,1,1
85278,1995,4,4,4
85279,1993,8,8,8
85280,1998,1,1,1
85281,1998,2,2,2
85282,1997,6,6,6
85283,1997,5,8,5
85284,2006,3,3,3
85286,2006,1,1,1
85287,2006,3,3,3
85291,2009,1,1,1
85292,2009,1,1,1
85293,2002,1,1,1
85295,1994,2,2,2
85296,2011,1,1,1
85297,1990,0,6,0
85298,1990,6,6,6
85302,2010,1,1,1
85303,1995,5,5,5
85304,1998,4,4,4
85344,2006,2,2,2
85305,1990,8,8,8
85311,1990,1,1,1
85314,2011,1,1,1
88106,2002,1,1,1
85315,2011,1,1,1
85316,2010,1,1,1
85319,2002,2,2,2
85321,2011,1,1,1
85322,2011,3,3,3
85323,2010,2,2,2
85324,2011,1,1,1
85325,2010,1,1,1
85326,2006,4,4,4
85327,2006,2,2,2
85328,2006,2,2,2
85329,1992,2,2,2
85330,2006,1,1,1
85333,2009,1,1,1
85336,1998,3,4,3
85337,1998,14,14,14
85338,1998,2,2,2
85339,2010,1,1,1
85346,2009,1,1,1
85347,2010,3,3,0
85348,2010,1,1,1
85349,2010,1,1,1
85350,2010,2,2,2
85351,2010,1,1,1
85352,2011,1,1,1
85353,2011,1,1,1
85354,2011,1,1,1
85355,2012,1,1,1
85359,1990,2,2,2
85363,2002,0,2,0
85368,2006,2,2,2
85369,2006,1,1,1
85370,2006,6,6,6
85373,2006,2,2,2
85374,2009,3,3,3
85375,2011,1,1,1
85376,2011,4,4,4
85381,2006,1,1,1
85382,1990,1,1,1
85390,1990,6,6,6
85392,1994,2,2,2
85393,1994,13,13,13
85396,2011,2,2,2
85397,1992,3,3,3
85401,2011,2,2,2
85402,1995,2,2,2
85407,2011,1,1,1
85408,2011,1,1,1
85409,2011,2,2,2
85410,1990,0,5,0
85411,2011,3,7,3
85412,2010,1,1,1
85413,2010,1,1,1
85414,2010,1,1,1
85415,2010,1,1,0
85417,2011,2,2,2
85418,2010,1,1,1
85419,2010,1,1,1
85421,2010,3,3,3
85422,2010,0,1,0
85423,2010,1,1,1
85424,2010,1,1,1
85425,2010,1,1,1
85426,2012,2,2,2
85427,2006,1,1,1
85428,2011,1,1,1
85429,2009,1,1,1
85431,2012,2,2,2
85448,2006,3,3,3
85449,2009,1,1,1
85450,2010,1,1,1
85451,2010,1,1,1
85452,2010,1,1,1
85453,2010,2,2,2
85454,2010,0,1,0
85455,2011,1,1,1
85456,2011,1,1,1
85457,2011,1,1,1
85511,2003,0,18,0
85458,2012,1,1,1
85462,1990,0,9,0
85470,2006,1,1,1
85471,2006,1,1,1
85472,2006,5,5,5
85473,2009,1,1,1
85474,2011,5,5,5
85476,1990,18,18,18
85477,1992,3,3,3
85478,1993,4,4,4
86807,2006,1,1,1
85479,1994,17,17,17
85480,1995,1,1,1
85481,1995,14,14,14
85482,1997,1,1,1
85483,1998,3,3,3
85484,1998,2,2,2
85485,1999,2,2,2
85486,2000,1,1,1
85487,2001,1,1,0
85488,2002,7,7,7
85489,2002,2,2,2
85536,2005,2,2,2
85538,2005,1,1,1
85539,2006,2,2,2
85540,2006,2,2,2
85541,2006,1,1,1
85542,2006,1,1,1
85543,2006,1,1,1
85544,2011,1,1,1
85548,1998,7,7,7
85552,2009,2,2,0
85553,2010,2,2,2
85555,1993,0,6,0
85556,2004,1,1,1
85559,2004,1,1,1
85562,1993,1,1,1
85563,2001,1,1,1
85564,2004,2,2,2
85565,2006,1,1,1
85566,2003,2,2,2
85567,2006,1,1,1
85568,1990,1,1,1
85570,2002,1,1,1
85571,1990,1,1,1
85572,1990,0,1,0
85573,1993,1,1,1
86888,2004,1,1,1
85575,1996,1,1,1
85576,1998,3,3,3
85577,1999,1,1,1
85578,1999,1,1,1
85580,2001,1,1,1
85581,2001,0,3,0
85597,2005,3,3,3
85598,2005,0,1,0
85599,2006,1,1,1
85600,2006,1,1,1
85604,2002,3,3,3
85606,2003,6,6,6
85609,2006,1,1,1
85615,1990,0,13,0
85616,1990,17,17,17
85617,1991,18,18,18
85621,2004,2,2,2
85642,1992,10,10,10
85643,1992,15,15,15
85645,1991,2,2,2
85646,1991,1,1,1
85649,1991,7,7,7
85650,1991,6,6,6
85653,2004,5,5,5
85654,2004,2,4,2
85657,2006,1,1,1
85658,2006,1,1,1
85659,2006,1,1,1
85726,1990,3,3,3
85727,2001,0,2,0
85730,2001,2,2,2
85731,2001,1,1,1
85732,2001,3,3,3
85733,2001,4,4,4
85734,2002,2,2,2
85735,2002,2,2,2
85737,1993,1,1,1
85739,1990,1,1,1
85785,2006,1,1,1
85786,2006,2,2,2
85787,2006,2,2,2
85788,2006,1,1,1
85791,2004,3,3,3
85792,2006,4,4,4
85793,2006,2,2,2
85794,2004,1,1,1
85864,2003,4,4,4
85867,2004,2,2,2
85868,2002,2,2,2
85869,2002,2,2,2
85870,2002,1,1,1
85871,2003,3,3,3
85872,2003,1,1,1
85873,2003,1,1,1
85874,2002,2,2,2
85875,2002,3,3,3
85876,2002,1,1,1
85877,2002,2,2,2
85878,2002,1,1,1
85879,2002,1,1,1
85880,2002,2,2,2
85883,1998,4,4,4
85884,1998,6,6,6
85885,1998,2,2,2
85886,1998,2,2,2
85887,2003,2,2,2
85888,2003,6,6,6
85890,1995,4,4,4
85891,1999,1,1,1
85892,1999,2,2,2
85893,1997,6,8,6
85894,1997,5,5,5
85957,2010,1,1,1
85958,2006,2,2,2
85959,2006,3,3,3
85960,2006,1,1,1
85964,2010,1,1,0
85965,2010,1,1,1
85969,2010,2,2,2
85970,2010,1,1,1
85971,1994,2,2,2
86005,2006,6,6,6
85972,2011,1,1,1
85973,2011,1,1,1
85974,2011,1,1,1
85975,2009,1,1,1
85977,2006,1,1,1
85979,2003,2,2,2
85982,2006,2,2,2
85983,2006,2,2,2
85984,2009,1,1,1
85985,2010,1,1,0
85986,2010,1,1,0
85987,2010,1,1,0
85988,2010,3,3,3
85989,2010,4,4,4
85990,2011,1,1,1
85991,2011,1,1,1
85992,2011,1,1,1
85993,2012,1,1,1
85994,1989,2,2,2
85997,1990,0,6,0
86017,1997,3,3,3
86018,1998,1,1,1
86019,1998,3,3,3
86020,1999,2,2,2
86021,2000,1,1,1
86022,2001,3,3,0
86023,2002,1,1,1
86024,2002,2,2,2
86025,2002,1,1,1
86026,2002,1,1,1
86027,2002,2,2,2
86028,2002,2,2,2
86049,2003,3,3,3
86050,2004,1,1,1
86051,2004,2,2,2
86052,2004,4,4,4
86054,2004,1,1,1
86055,2004,1,1,1
86056,2004,0,1,0
86057,2004,3,3,3
86058,2004,3,3,3
86059,2004,3,3,3
86060,2004,2,2,2
86061,2004,1,1,1
86066,2005,0,4,0
86067,2005,2,2,2
86068,2005,1,1,1
86069,2005,1,1,1
86070,2005,1,1,1
86071,2005,0,1,0
86072,2005,1,1,1
86073,2005,1,1,1
86074,2006,1,1,1
86075,2006,1,1,1
86076,2006,1,1,1
86077,2006,2,2,2
86078,2006,1,1,1
86079,2011,1,1,1
86081,1997,9,9,9
86083,2001,2,2,2
86084,2003,3,3,3
86087,2010,1,1,1
86088,2010,0,1,0
86089,2003,1,1,1
86094,2004,3,3,3
86096,1991,10,10,10
86098,2001,1,1,1
86099,2004,1,1,1
86100,2009,1,1,1
86102,2006,3,3,3
86103,1990,12,12,12
86105,2002,1,1,1
86106,1990,2,2,2
86107,1990,6,6,6
86108,1993,0,7,0
86110,1997,1,1,1
86127,2004,2,2,2
86128,2004,2,2,2
86129,2004,1,1,1
86130,2005,1,1,1
86131,2005,1,1,1
86132,2005,2,2,2
86133,2005,1,1,1
86134,2006,2,2,2
86135,2006,1,1,1
86141,2003,1,1,1
86144,2006,2,2,2
86145,2006,2,1,1
88734,2009,3,3,3
88735,1990,1,1,1
88736,1990,1,1,1
88749,2002,1,1,1
88737,2009,1,1,1
88738,1999,2,2,2
88739,1999,1,1,1
88740,2001,0,3,0
88741,2001,1,1,1
88742,2009,2,2,2
88743,2001,0,2,0
88744,2001,0,4,0
88745,2001,0,12,0
88746,2001,0,6,0
88747,2002,1,1,1
88750,2009,2,2,2
88751,2009,1,1,1
88752,1990,4,4,4
88754,2009,1,1,1
88755,2009,1,1,1
88758,2009,1,1,1
88761,2002,2,2,2
88764,2003,4,4,0
88765,2003,1,1,1
88766,2009,1,1,1
88767,2009,1,1,1
88768,2009,2,2,2
88769,2010,1,1,1
88776,2010,1,1,1
88777,2010,1,1,1
88778,2010,11,12,11
88779,2010,1,1,1
88780,2010,1,1,0
88800,2004,1,1,1
88781,2010,2,2,2
88782,2010,2,2,0
88783,2010,0,1,0
88784,2010,1,1,1
88785,2010,1,1,1
88786,2010,1,1,1
88787,2010,1,1,0
88799,2004,1,1,1
88788,2010,1,1,0
88789,2010,1,1,0
88791,2010,2,2,2
88792,2010,1,1,1
88793,2010,1,1,1
88794,2010,1,1,1
88795,1999,4,4,4
88796,2010,2,2,2
88804,2010,0,15,0
88805,1999,1,1,1
88806,2010,1,1,0
88807,2010,1,1,0
88808,2010,1,1,0
88809,2010,1,1,1
88840,2001,0,2,0
88810,2010,1,1,0
88831,2010,0,1,0
88811,2010,1,1,1
88815,2010,1,1,0
88816,2001,0,1,0
88818,2001,1,1,1
88873,2011,3,3,3
88833,2010,1,1,1
92611,2000,1,1,1
88819,2010,1,1,1
88820,2010,1,1,1
88821,2010,1,1,1
88822,2010,1,1,1
88823,2010,1,1,1
88824,2010,1,1,1
88825,2010,2,2,2
88826,2010,1,1,1
88828,2010,1,1,1
88829,2010,1,1,1
88830,2010,1,1,1
88842,2010,1,1,0
88843,2010,1,1,1
88834,2010,4,4,4
88835,2001,0,3,0
88836,2001,12,12,12
88837,2010,1,1,1
88838,2010,2,2,2
88841,2010,1,1,1
89256,2003,1,1,1
88844,2010,2,2,2
88845,2010,1,1,1
88846,2010,1,1,1
88847,2010,1,1,1
88849,2002,1,1,1
88850,2002,2,2,2
88851,2002,2,2,2
88852,2010,0,1,0
88860,2010,5,5,5
88853,2010,1,1,0
88854,2010,1,1,1
88855,2010,1,1,1
88856,2010,2,2,2
88857,2010,2,2,2
88858,2010,1,1,1
88859,2010,1,1,1
88861,2010,1,1,1
88862,1998,1,1,1
88863,2010,1,1,1
88864,2010,1,1,1
88865,1999,3,3,3
88866,2010,2,2,2
88875,2010,1,1,1
88867,2010,0,2,0
88868,2011,1,1,1
88869,2011,0,1,0
88870,2010,1,1,1
88871,2010,1,1,1
88872,2010,1,1,1
88874,2011,4,4,4
88877,2010,1,1,1
88878,2010,1,1,1
88879,2010,2,2,2
88880,2010,1,1,1
88881,2010,1,1,1
88882,2010,1,1,1
88883,2010,1,1,1
88901,2005,1,1,1
88884,2010,1,1,1
89260,2003,1,1,1
88885,2010,1,1,1
88887,2010,2,2,2
88888,2010,1,1,1
88889,2010,2,2,2
88890,2010,1,1,1
88891,2010,1,1,1
88892,2010,1,1,1
88903,2005,3,3,3
88893,2010,3,3,3
88894,2010,2,2,2
88895,1993,3,3,3
88897,2002,2,2,2
88898,2010,1,1,1
88899,2004,1,1,1
88900,2004,1,1,1
88979,2011,1,1,1
88958,2011,1,1,1
88959,2011,1,1,1
88960,2011,2,2,2
88961,2011,1,1,1
88963,2011,2,2,2
88964,2011,2,2,2
88965,2005,2,2,2
88966,2011,1,1,1
88967,2011,2,2,2
92763,2004,1,1,1
88968,2011,1,1,1
88970,2011,1,1,1
88974,2011,1,1,1
88976,2011,1,1,1
88977,2011,1,1,1
88978,2011,1,1,1
88980,2011,1,1,1
88981,2011,1,1,1
88982,2011,1,1,1
88983,2011,1,1,1
88984,1990,0,165,0
88985,1990,0,13,0
88986,2011,1,1,1
89014,2011,1,1,1
88987,2011,1,1,1
88988,1997,3,3,3
88989,2002,4,4,4
88990,2002,3,3,3
88991,2002,1,1,1
88992,2011,6,6,6
88993,2011,1,1,1
88994,2003,5,5,0
88995,2011,1,1,1
89050,1997,1,1,1
88996,2011,3,3,3
88997,2011,1,1,1
88998,2011,2,2,2
89000,2011,1,1,1
89001,2011,1,1,1
89003,2011,1,1,1
89004,2011,1,1,1
89005,2011,1,1,1
89212,2004,2,2,2
89006,2011,1,1,1
89007,2011,1,1,1
89008,2011,1,1,1
89009,2006,1,1,1
89046,2004,3,3,3
89010,2011,1,1,1
89023,2012,2,2,2
89012,2011,1,1,1
89013,2011,1,1,1
89015,2011,1,1,1
89016,2011,1,1,1
89020,2012,1,1,1
89021,2006,2,2,2
89022,1990,5,5,5
89024,2012,0,1,0
89025,2012,1,1,1
89213,2004,4,4,4
89029,2012,1,1,1
89030,1997,1,1,1
89031,2012,2,2,2
89056,2002,1,2,1
89032,2012,2,2,2
89033,2012,1,1,1
89034,2012,2,2,2
89035,2012,2,2,2
89036,2012,1,1,1
89055,2012,1,1,1
89038,2012,1,1,1
89039,2012,1,1,1
89040,2002,5,5,5
89042,2002,2,2,2
89043,2012,1,1,1
89047,2012,1,1,1
89067,2012,1,1,0
89051,2012,0,7,0
89052,2012,1,1,1
89054,2012,1,1,1
92859,2004,1,1,1
89057,2012,2,2,2
89058,1991,1,1,1
89066,2010,1,1,1
89109,2012,1,1,1
89059,2012,1,1,1
89063,2012,1,1,0
89072,2012,1,1,1
89060,2006,23,23,23
89069,2012,1,1,1
89070,2012,1,1,1
89071,2012,1,1,1
89073,2010,1,1,1
89074,1997,1,1,1
89075,2012,1,1,1
89076,2012,1,1,1
89078,2012,1,1,1
89080,2012,1,1,1
89081,2012,1,1,1
89090,2012,1,1,1
89082,2012,1,1,1
89106,2005,2,2,2
89083,2012,1,1,1
89084,2012,2,2,2
89087,2012,1,1,1
89088,2003,2,2,2
89089,2012,0,2,0
89092,2012,1,1,1
89093,2012,1,1,1
89094,2012,1,1,1
89095,2012,1,1,1
89096,2012,3,3,3
89097,2012,1,1,1
89099,2012,1,1,1
89101,2012,1,1,1
89107,2003,2,2,2
89102,2012,1,1,1
89103,2012,1,1,1
89104,2012,1,1,1
89105,2012,1,1,1
89110,2012,3,3,3
89111,2012,1,1,1
89112,2012,1,1,1
89113,2006,3,2,3
89114,2012,2,2,2
89115,2012,1,1,1
89187,2004,4,4,4
89116,2012,2,2,2
89117,2012,0,1,0
89118,2012,1,1,1
89120,2012,1,1,1
89121,2012,1,1,1
89122,2012,0,1,0
89123,2006,1,1,1
89131,2012,1,1,1
89124,2012,1,1,1
89125,2012,1,1,1
89126,2006,1,1,1
89127,2006,1,1,1
89128,2012,1,1,1
89129,2006,2,2,2
89130,2012,1,1,1
89183,2012,1,1,1
89132,2012,1,1,1
89133,2003,1,1,1
89135,2012,1,1,1
89136,2012,1,1,1
89137,2012,1,1,1
89148,2012,1,1,1
89149,2004,2,2,2
89150,2012,1,1,1
89138,2012,1,1,1
89141,2012,1,1,1
89142,2012,1,1,1
89143,2011,1,1,1
89144,2012,1,1,1
89146,2004,1,1,1
89151,2012,1,1,1
89153,2005,1,1,1
89154,2012,0,1,0
89156,2012,2,2,2
89157,2009,2,2,2
89182,2012,1,1,1
89211,2004,7,7,7
89158,2012,1,1,1
89159,2012,1,1,1
89160,2003,2,2,2
89166,2005,2,2,2
89167,2005,2,2,2
89171,1991,0,2,0
89174,2004,3,3,3
89175,2004,2,2,2
89176,2004,1,1,1
89303,2005,2,2,2
89308,2005,23,23,0
89309,2005,14,14,14
89310,2005,3,3,3
89329,2005,2,2,2
89311,2005,4,6,4
89321,2002,3,3,3
89335,2009,2,2,2
89379,2002,4,4,4
89330,2005,7,7,7
89323,2005,5,5,5
89325,2005,9,9,9
89331,2009,3,3,3
89326,2005,6,6,6
89332,2002,3,3,3
89333,2002,2,2,2
89334,2009,2,2,2
89349,1999,1,1,1
89350,1999,1,1,1
89351,2009,3,3,3
89353,2009,0,4,0
89354,2002,3,3,3
89355,2009,4,4,4
89356,2009,2,2,2
89357,2009,1,1,1
89358,2002,4,4,4
89359,2002,8,8,8
89380,2002,4,4,4
89381,2002,1,1,1
89360,2009,5,5,5
89361,2009,15,15,15
89362,2002,1,1,1
89363,2002,1,1,1
89364,2002,2,2,2
89365,2009,1,1,1
89366,2009,3,3,3
89367,2004,2,2,2
89368,2004,1,1,1
89369,2009,7,7,5
89370,2009,2,2,2
89371,2002,2,2,2
89374,2009,2,2,2
89375,1995,9,9,9
89376,1995,7,7,7
89377,2009,1,1,1
89378,2002,2,2,2
89382,2009,1,1,1
89384,2009,1,1,1
89385,2009,1,1,1
89398,1994,1,1,1
89402,2012,2,2,2
89407,2002,1,1,1
89410,2002,2,2,2
89411,2002,3,3,3
89414,2002,3,3,3
89415,2002,4,4,4
89419,2005,1,1,1
89423,1997,1,1,1
89424,1997,3,3,3
89430,2006,1,1,1
89436,1989,1,1,1
89438,2006,1,1,1
89442,2006,0,1,0
89446,1989,0,4,0
89448,1998,1,1,1
89449,1989,10,10,10
89450,1989,11,11,11
89454,1989,10,10,10
89456,2002,2,2,2
89457,2002,1,1,1
89458,2002,4,4,4
89459,2002,9,9,9
89478,2012,1,1,1
89610,1992,7,7,7
89463,2012,2,2,2
89465,2012,1,1,1
89467,2012,1,1,1
89468,2012,1,1,1
89469,2012,4,4,0
89470,2012,1,1,1
89472,1998,4,9,4
89473,2012,1,1,1
89474,2012,3,3,3
89476,2012,1,1,1
89510,2003,5,5,5
89477,2012,1,1,1
89634,2002,2,2,2
89480,2012,2,2,2
89481,2012,1,1,1
89482,1993,10,10,10
89483,1993,5,5,5
89484,2012,2,2,2
89485,2011,1,1,1
89486,2011,1,1,1
89487,2012,1,1,1
89636,2002,1,1,1
89602,2006,1,1,1
89488,2012,1,1,1
89489,1990,0,2,0
89511,2003,3,3,3
89512,2003,1,1,1
89515,1992,3,3,3
89516,1992,5,5,5
89518,2002,0,4,0
89520,1992,5,7,5
89603,2006,4,4,4
89524,1997,1,1,1
89525,1997,11,11,11
89530,1993,18,18,18
89536,2002,1,1,1
89550,2006,1,1,1
89564,1990,0,3,0
89565,1990,3,3,3
89605,2011,2,2,2
89566,1990,0,100,0
89567,1990,1,1,1
89568,1990,3,3,3
89569,1990,0,1,0
89570,1990,1,1,1
89571,1990,0,3,0
89572,1990,8,8,8
89596,2006,1,1,1
89598,2006,0,1,0
89612,1993,5,5,5
89614,1993,2,2,2
89617,1994,2,2,2
89618,1995,3,11,3
89620,1997,5,5,5
89621,1998,1,1,1
89623,1998,2,2,2
89624,1998,1,1,1
89626,2001,3,3,0
89631,1993,0,6,0
89643,1993,0,200,0
89645,2002,1,1,1
89646,1993,53,70,53
89647,1993,0,5,0
89648,1993,0,1,0
89651,2002,1,1,1
89658,1993,0,3,0
89652,1993,0,10,0
89653,1993,0,1,0
89654,2002,3,3,3
89655,2002,3,3,3
89656,2002,6,6,6
89657,1993,0,1,0
89662,1993,0,1,0
89663,1993,0,1,0
89665,1993,3,3,3
89666,1993,0,4,0
89667,2003,4,4,4
89677,2003,3,3,3
89678,2003,3,3,3
89679,2003,1,1,1
89681,2004,3,3,3
89682,2004,2,2,2
89684,2004,1,1,1
89685,2004,1,1,1
89686,2004,1,1,1
89687,2004,2,2,2
89690,2004,3,3,3
89691,2004,2,2,2
89692,2004,1,1,1
90003,2006,1,1,1
90004,2006,1,1,1
90011,1993,1,1,1
90015,2002,3,3,3
90016,2002,2,2,2
90017,2002,1,1,1
90020,2002,3,3,3
90023,1994,4,4,4
90024,1994,3,11,3
90026,1992,0,5,0
90027,1992,1,1,1
92812,2003,6,6,6
90033,1995,19,22,19
90045,2002,3,3,3
90049,1993,1,1,1
90050,1993,1,1,1
90091,2006,2,2,2
90092,2006,1,1,1
90174,2002,1,1,1
90096,2006,3,3,3
90098,2006,2,2,2
90099,2011,1,1,1
90105,2012,1,1,1
90109,1992,1,1,1
90110,1993,2,2,2
90115,1993,1,1,1
90116,1994,3,3,3
90119,1995,3,4,3
90120,2006,1,1,0
90121,1997,13,13,13
90127,1998,2,2,2
90135,1998,2,2,2
90287,2011,1,1,1
90301,2004,2,2,2
90302,2003,2,2,2
90305,2003,2,2,2
90308,2009,1,1,1
90309,2010,1,1,1
90319,2006,1,1,1
90321,2009,1,1,0
90323,2001,5,5,5
90325,2004,3,3,3
90326,1990,1,1,1
90327,1992,1,1,1
90333,1998,1,1,1
90334,2004,2,2,2
90337,2005,4,4,4
90341,2005,1,1,1
90345,1990,134,134,134
90353,1990,4,4,4
90358,1993,0,5,0
90362,1998,1,1,1
90404,2006,1,1,1
90407,2006,1,1,1
90410,2006,1,1,1
90420,2004,3,3,3
90421,2002,4,8,0
90425,1996,3,3,3
90427,2005,2,2,2
90428,2005,0,7,0
90522,2006,1,1,1
90430,2005,5,5,5
90432,2005,3,3,3
90433,2005,2,2,2
90434,2005,5,5,5
90435,2005,2,2,2
90436,2006,3,3,3
90438,2005,10,10,10
90439,2005,0,10,0
90479,1991,7,7,7
90440,2005,7,7,7
90441,2005,3,3,3
90442,2005,1,1,1
90443,2005,6,7,6
90539,2009,2,2,2
90444,2005,4,4,4
93072,2005,1,1,1
90447,2005,2,8,2
90448,2005,0,2,0
90449,2006,2,2,2
90450,2006,3,3,3
90451,2005,5,5,5
90452,2005,7,7,7
90541,2002,1,1,1
90453,2005,0,2,0
90454,1989,2,2,2
90455,1990,6,6,6
90497,2006,12,12,12
90456,2005,6,6,6
90457,2005,7,7,7
90458,2005,10,10,10
90459,2005,0,2,0
90460,2005,21,21,21
90462,2006,3,3,3
90482,2006,4,4,4
90463,2005,24,24,24
90464,2005,4,4,4
90465,1990,9,9,9
90547,2009,23,23,23
90467,2005,13,15,13
90468,2005,1,1,1
90469,2006,3,3,3
90498,2006,4,4,4
90470,2005,5,5,5
90471,2005,2,2,2
90472,2005,1,1,1
90475,1991,1,1,1
90476,2005,0,2,0
90477,2005,4,6,4
90478,2006,0,3,0
90485,2006,3,3,3
90486,2006,2,3,2
90483,2006,11,11,10
90487,2006,1,1,1
90488,2006,9,10,9
90496,2006,3,3,3
90489,2006,8,8,8
90490,2006,4,4,4
90491,2006,7,7,7
90492,2006,3,4,3
90494,2006,3,5,3
90495,2006,2,2,2
90521,2006,6,6,6
90499,2006,13,13,13
90500,2006,5,8,5
90501,2006,1,1,1
90502,2006,10,11,10
90503,2006,4,4,4
90504,2006,4,4,4
90505,2006,11,11,11
90506,2006,5,5,5
90548,2009,11,11,11
90507,2006,1,1,1
90508,2006,7,7,7
90509,2006,8,8,8
90511,2006,6,6,6
90540,2009,3,3,3
90512,2006,4,4,4
90515,2006,1,4,1
90516,2006,1,1,1
90517,2006,13,14,13
90519,2006,4,4,4
90520,2006,2,2,2
90524,2009,1,1,1
90525,2009,1,1,1
90526,2009,3,3,3
90529,2009,1,1,1
90530,2009,3,3,3
90531,2009,1,1,1
90532,2009,1,1,1
90533,2009,2,2,2
90535,2009,2,2,2
90536,2009,1,1,1
90537,2009,6,6,6
91762,1999,1,1,1
90538,2009,1,1,1
90542,2009,1,1,1
90543,2009,5,5,5
90544,2009,3,3,3
90640,2009,1,1,1
90545,2009,0,1,0
90546,2009,1,1,1
90591,2009,2,3,2
90592,2009,4,4,4
90609,2009,1,1,1
90593,2009,10,10,10
90594,2009,1,1,1
90595,2009,12,12,12
90599,2009,1,1,1
90600,2009,1,1,1
90601,2009,1,1,1
90602,2009,2,2,2
90603,2009,2,2,2
90611,2009,1,1,1
90604,2009,2,2,2
90605,2009,0,1,0
91332,1994,2,2,2
90606,2009,2,2,2
90607,2009,24,30,24
90608,2009,4,4,4
90610,2009,0,6,0
90612,2009,6,6,6
90613,2009,0,2,0
90614,2009,6,6,6
90615,2009,6,6,6
90616,2009,3,3,3
90623,2009,2,2,2
90617,2009,1,1,1
90619,2009,2,2,2
90639,2009,1,1,1
90620,2009,2,2,2
90621,2009,1,1,1
90622,2009,1,1,1
90756,2011,3,3,3
90641,2009,1,1,1
90624,2009,15,36,15
90625,2009,2,2,2
90626,2009,1,1,1
90627,2009,6,6,6
90628,2009,0,12,0
90629,2009,0,6,0
90630,2009,1,1,1
90631,2009,1,1,1
90632,2009,0,1,0
90633,2009,18,33,17
90634,2009,0,6,0
90635,2009,3,3,3
90636,2009,1,1,1
90637,2009,2,2,2
90638,2009,4,4,4
90642,2009,4,4,4
90643,2009,2,2,2
90644,2009,2,2,2
90645,2009,7,7,7
90646,2009,7,7,7
92839,2003,7,7,7
90647,2009,4,4,4
90649,2009,1,1,1
90650,2009,1,1,1
90668,2009,1,1,1
90651,2009,1,1,1
90653,2009,1,1,1
90654,2009,2,2,2
90655,2009,3,3,3
90669,2009,1,1,1
90656,2009,1,1,1
90657,2009,0,3,0
90658,2009,1,1,1
90659,2009,1,1,1
90660,2009,2,2,2
90661,2009,3,3,3
90662,2009,3,3,3
90663,2009,1,1,0
90664,2009,0,1,0
90665,2009,7,7,7
90667,2009,1,2,1
90754,2011,17,17,17
90670,2009,2,2,2
90671,2009,1,1,1
90672,2009,1,1,1
90674,2009,3,3,3
90675,2009,1,3,1
92840,2003,3,3,3
90676,2009,1,1,1
90677,2010,1,1,1
90678,2010,1,1,1
90684,2010,1,1,1
90685,2010,1,1,1
90686,2010,2,2,2
90687,2010,1,1,1
90688,2011,1,1,1
90689,2010,6,6,6
90690,2010,3,3,3
90691,2010,2,2,2
90692,2011,1,1,1
90693,2010,1,1,1
90694,2010,2,2,2
90695,2010,1,1,1
90696,2010,1,1,1
90697,2010,5,5,5
90698,2011,5,5,5
90699,2011,2,2,2
90700,2010,8,8,8
90701,2010,7,7,7
90702,2010,2,2,2
90703,2011,1,1,1
90704,2011,1,1,1
90705,2011,9,13,9
90707,2011,1,1,1
90708,2011,2,2,2
90709,2011,9,9,9
93286,2005,3,3,3
90710,2011,1,1,1
90711,2011,1,1,1
90719,2011,7,7,7
91196,1993,4,4,4
90712,2011,3,3,3
90714,2011,1,1,1
90715,2011,3,3,3
90716,2011,6,6,6
90717,2011,1,1,1
90718,2011,1,1,1
92841,2003,2,2,2
90720,2011,3,33,3
90721,2011,5,5,5
90722,2011,2,2,2
90723,2011,1,1,1
90724,2011,2,2,2
90725,2011,1,1,1
90726,2011,1,1,1
90727,2011,1,1,1
90728,2011,1,1,1
90729,2011,11,11,11
90730,2011,7,7,7
90731,2011,5,5,5
90732,2011,14,14,14
90748,2011,1,1,1
90733,2011,11,11,11
90736,2011,1,1,1
90737,2011,3,3,3
90738,2011,1,1,1
90739,2011,5,5,5
90763,2011,1,1,1
91094,1992,0,8,0
93698,2009,1,1,1
90740,2011,10,10,10
90741,2011,3,3,3
90742,2011,1,1,1
90743,2011,2,2,2
90745,2011,1,1,1
90746,2011,1,1,1
90749,2011,10,10,10
90750,2011,4,4,4
