id,year,best,high,low
95093,2000,1,1,1
95112,2000,5,5,5
95094,2000,1,1,1
95095,2000,2,2,2
95098,2000,1,1,1
95099,2000,8,8,8
95100,2000,2,2,2
95102,2000,1,1,1
95162,2001,6,6,6
95104,2001,1,1,1
95105,2000,1,1,1
95177,2002,5,5,5
95106,2000,1,1,1
95115,2000,1,1,1
95107,2000,1,1,1
95108,2000,1,1,1
95109,2000,3,3,3
95178,2002,1,1,1
95110,2000,2,2,2
95118,2000,2,2,0
95119,2000,1,1,1
95120,2000,4,4,4
95121,2000,4,4,4
95122,2000,1,1,1
95123,2000,1,1,1
95124,2001,2,2,2
95126,2000,1,1,1
95127,2001,1,1,1
95128,2000,1,1,1
95130,2001,1,1,1
95131,2001,1,1,1
95132,2001,1,1,1
95133,2001,1,1,1
95134,2001,1,1,1
95137,2001,1,1,1
95139,2001,6,6,6
95140,2001,2,2,2
95150,2001,3,3,3
95143,2001,2,2,2
95144,2001,3,3,3
95146,2001,1,1,1
95147,2001,4,4,4
95148,2001,3,3,3
95149,2001,0,2,0
95151,2001,1,1,1
95152,2001,1,1,1
95440,2005,4,4,4
95155,2001,2,2,2
95156,2001,1,1,1
95157,2001,2,2,2
95158,2001,2,2,2
95159,2001,7,7,7
95211,2002,5,5,5
95212,2004,2,2,2
95160,2001,7,7,7
95161,2001,1,1,1
95169,1991,6,6,6
95163,2001,3,3,3
95164,1991,5,5,5
95165,1991,0,2,0
95166,2001,1,1,1
95167,2001,4,4,4
95168,1991,5,5,5
95170,2001,3,3,3
95171,2002,3,3,3
95172,2001,3,3,3
95175,2002,2,2,2
95176,2002,4,4,4
95180,2002,2,2,2
95181,2005,0,1,0
95182,2005,2,2,2
95359,2009,1,1,1
95184,2002,4,4,4
95185,2002,5,5,5
95187,2002,3,3,3
95206,2002,2,2,2
95188,2002,2,2,2
95190,2006,2,2,2
95191,2006,1,1,1
95192,2002,1,1,1
95196,2002,2,2,2
95215,2004,1,1,0
95218,2003,2,2,2
95207,2002,2,2,2
95381,2001,0,2,0
95197,2002,2,2,2
95199,2002,2,2,2
95200,2002,1,1,1
95209,2002,2,2,2
95382,2001,0,1,0
95201,2002,1,1,1
95202,2002,2,2,2
95205,2002,3,3,3
95210,2009,1,1,1
95479,2002,3,3,3
95220,2002,3,3,3
95221,2003,0,15,0
95222,2006,1,1,1
95223,2006,1,1,1
95224,2006,1,1,1
95225,2003,3,3,3
95226,2003,1,1,1
95250,2005,5,5,5
95228,2003,7,7,7
95229,2003,4,4,4
95230,2003,2,2,2
95239,2003,5,5,5
95231,2003,1,1,1
95252,1989,5,5,5
95232,2003,3,3,3
95234,1990,8,8,8
95235,2003,2,2,2
95236,2005,2,2,2
95237,2005,1,1,1
95238,2005,3,3,3
95241,2005,1,1,1
95253,2005,1,1,1
95242,2003,3,3,3
95243,1991,7,7,7
95244,1991,12,12,12
95245,2003,10,10,10
95246,2004,3,3,3
95247,2006,1,1,1
95248,2005,1,1,1
95249,2005,2,2,1
95258,2005,12,12,12
95259,2005,2,2,2
95260,2005,2,2,2
95261,2005,2,2,2
95262,2005,1,1,1
95263,2005,2,2,2
95264,2005,2,2,2
95265,2005,2,2,2
95266,2005,7,7,7
95267,2003,2,2,2
95268,2003,1,1,1
95269,2005,3,3,3
95271,1992,8,8,8
95272,2005,1,1,1
95274,2006,1,1,1
95275,2005,5,5,5
95276,2003,2,2,2
95277,2003,1,1,1
95278,2003,3,3,3
95297,2006,2,2,2
95284,2006,2,2,2
95285,2006,3,3,3
95286,2006,1,1,1
95288,2006,1,1,1
95290,2006,1,1,1
95291,2002,1,1,1
95292,2002,1,1,1
95293,2002,1,1,1
95294,2006,4,4,4
95295,2004,1,1,1
95296,2004,1,1,1
95299,2006,0,1,0
95300,2005,1,1,1
95301,2005,1,1,1
95302,2006,1,1,1
95305,2006,6,6,6
95307,2006,2,2,2
95308,2006,2,2,2
95310,2006,1,1,1
95311,2006,1,1,1
95312,2006,1,1,1
95313,2006,1,1,1
95314,2006,1,1,1
95315,2006,1,1,1
95316,2006,1,1,1
95317,2006,1,1,1
95318,2006,1,1,1
95319,2006,1,1,1
95320,2006,1,1,1
95321,2006,1,1,1
95322,2006,4,4,4
95324,2006,1,1,1
95326,2009,2,2,2
95327,2009,1,1,1
95329,2009,1,1,1
95331,2009,1,1,1
95332,2009,1,1,1
95333,2009,2,2,2
95334,1998,1,1,1
95335,2009,1,1,0
95336,2005,2,2,2
95337,2009,2,2,2
95338,1999,1,1,1
95339,2009,0,2,0
95342,2009,1,1,0
95390,2005,1,1,1
95343,2009,3,3,3
95344,2003,1,1,1
95345,2009,2,2,2
95346,2009,1,1,1
95347,2009,1,1,1
95348,2009,1,1,1
95349,2009,2,2,2
95389,2005,1,1,1
95350,2009,1,1,1
95353,2009,3,3,3
95354,2009,2,2,2
95355,2009,1,1,1
95356,2009,1,1,1
95357,2009,1,1,1
95358,2009,2,2,2
95360,2009,1,1,1
95361,2009,3,3,3
95362,2009,1,1,1
95363,2009,1,1,1
95364,2009,2,2,2
95365,2009,1,1,1
95375,2001,0,4,0
95376,2001,1,1,1
95377,2001,0,2,0
95401,1993,1,1,1
95402,1994,1,1,1
95404,1999,9,9,9
95408,1999,18,18,18
95411,1999,4,4,4
95413,2000,2,2,2
95427,2003,5,5,5
95414,2000,5,5,5
95416,2005,2,2,2
95417,2005,2,2,2
95418,2005,1,1,1
95421,2003,2,2,2
95423,2003,1,1,1
95424,2005,2,2,2
95500,1989,144,144,144
95426,2003,2,2,2
95428,2005,2,2,2
95431,2005,1,1,1
95432,2005,0,6,0
95433,2005,5,5,5
95434,1989,209,209,209
95435,1990,1,1,1
95436,2005,5,5,5
95437,2005,8,8,8
95438,2001,0,1,0
95441,2005,2,2,2
95442,2006,1,1,1
95443,2006,5,5,5
95444,2006,2,2,2
95445,2006,1,1,1
95446,1991,5,5,5
95447,2006,1,1,1
95504,1989,17,17,17
95449,2009,1,1,1
95450,1991,0,28,0
95451,2006,3,3,0
95453,2009,2,2,2
95454,2009,0,1,0
95503,1989,5,5,5
95455,2009,3,3,3
95456,2009,1,1,0
95457,2009,1,1,1
95458,2009,1,1,1
95499,1989,27,27,27
95459,2009,3,7,3
95460,2009,5,5,5
95475,1990,1,1,1
95476,1990,0,1,0
95478,2002,2,2,2
95491,2002,2,2,2
95492,2002,5,5,5
95495,1993,75,75,75
95501,1989,5,5,5
95502,1989,4,4,4
95506,1990,2,2,2
95507,1990,6,6,6
95625,1993,0,1,0
95508,2002,8,8,8
95509,2002,5,5,5
95510,1990,5,5,5
95511,1990,0,12,0
95512,1990,2,2,2
95528,2001,0,1,0
95513,1990,6,6,6
95514,1990,3,3,3
95515,1990,9,9,9
95516,1990,6,6,6
95517,1990,9,9,9
95518,1990,2,2,2
95519,1990,5,5,5
95520,1990,3,3,3
95695,2004,2,2,2
95521,1990,16,16,16
95522,1993,0,2,0
95523,1993,0,3,0
95524,1990,18,18,18
95525,1990,1,1,1
95526,2001,2,2,2
95527,2001,1,1,1
95529,1990,23,23,23
95530,1990,12,12,12
95531,1990,6,6,6
95532,1990,6,6,6
95533,1990,4,4,4
95534,1990,1,1,1
95535,1990,3,3,3
95536,1990,12,12,12
95537,1990,4,4,4
95538,2003,1,1,0
95539,2003,0,1,0
95540,2003,5,5,5
95541,1990,11,11,11
95542,1990,1,1,1
95543,1998,0,2,0
95544,1998,0,4,0
95547,1990,12,12,12
95548,1990,25,25,25
95551,1990,7,7,7
95552,1990,17,17,17
95553,1990,5,5,5
95554,1990,2,2,2
95555,1990,1,1,1
95556,1990,6,6,6
95557,1990,4,4,4
95558,1990,1,1,1
95559,1990,1,1,1
95560,1990,14,14,14
95561,1990,7,7,7
95562,1990,896,896,896
95563,1990,2,2,2
95564,1991,1,1,1
95565,1991,7,7,7
95566,1991,3,3,3
95567,1991,20,20,20
95568,1991,10,10,10
95569,1991,0,38,0
95592,1993,85,85,85
95570,1991,50,50,50
95571,1992,8,8,8
95572,1992,4,4,4
95573,1992,0,36,0
95574,1992,3,3,3
95586,2002,1,1,1
95575,1992,23,23,23
95576,1992,1,1,1
95578,1992,190,199,190
95579,1992,37,37,26
95580,1992,4,4,4
95581,1992,3,3,3
95582,1992,2,2,2
95584,2002,3,3,3
95591,1993,25,40,25
95593,1993,0,600,0
95594,1993,13,13,0
95595,1993,19,19,19
95598,1990,1,1,1
95608,2002,2,2,2
95612,1993,0,385,0
95622,1993,1,1,1
95640,2003,28,28,28
95648,2001,0,3,0
95652,1990,0,5,0
95654,2001,3,3,3
95659,2001,0,2,0
95666,1990,1,1,1
95683,1990,1,1,1
95684,1990,2,2,2
95686,1993,0,3,0
95687,1993,0,3,0
95694,2004,1,1,1
95696,1993,0,6,0
95697,1993,0,3,0
95698,1993,0,3,0
95699,1993,0,2,0
95700,1993,0,2,0
95701,1993,4,4,4
95702,1993,0,4,0
95703,1993,0,5,0
95705,1993,0,14,0
95706,1993,0,7,0
95707,1993,0,17,0
95708,1993,0,8,0
95709,1993,0,13,0
95710,1993,0,36,0
95711,1993,15,15,15
95718,1993,0,1,0
95719,1993,0,1,0
95721,2005,1,1,1
95722,2005,0,1,0
95723,2006,1,1,1
95727,2006,1,1,1
95728,2009,1,1,1
95751,1992,2,2,2
95770,1995,0,9,0
95752,1995,3,3,3
95753,1995,0,6,0
95754,1995,0,4,0
95757,2003,2,2,2
95758,1995,0,7,0
95759,1998,1,1,1
95762,1995,0,4,0
95763,1995,0,3,0
95764,1995,1,6,1
95765,1995,17,17,17
95766,1998,1,1,1
95767,1995,1,1,1
95801,1989,0,2,0
95768,1995,0,1,0
95769,1995,1,1,1
95771,1995,13,13,13
95773,1996,7,7,7
95774,1996,1,1,1
95775,1996,15,15,15
95776,1996,4,4,4
95778,1996,13,13,13
95779,1996,8,8,8
95858,1998,0,1,0
95780,1996,13,25,13
95781,1996,14,14,14
95782,1996,0,1,0
95783,1998,0,3,0
95785,1998,1,1,1
95786,1996,11,11,11
95787,1996,6,6,6
95790,1996,2,2,2
95791,1998,0,2,0
95793,1996,0,7,0
95795,2005,1,1,1
95796,2006,0,5,0
95802,1996,4,5,4
95804,1990,31,31,31
95809,1997,0,3,0
95810,1997,4,4,4
95814,1991,5,5,5
95815,1997,0,1,0
95817,1997,1,1,1
95818,1997,0,67,0
95819,1997,1,1,1
95820,1997,1,1,1
95821,1997,0,2,0
95822,1997,7,7,7
95823,1997,2,2,2
95824,1997,1,1,1
95826,1997,0,1,0
95827,1997,0,2,0
95830,1991,4,4,4
95831,1991,0,4,0
95833,1997,0,1,0
95834,1997,0,2,0
95835,2001,2,2,2
95836,1997,6,6,6
95837,2006,1,1,1
95838,1997,7,7,7
95859,1998,4,4,4
95839,1997,8,8,8
95840,1997,3,3,3
95842,1997,0,2,0
95843,1997,0,2,0
95844,1997,4,4,4
95845,1997,0,1,0
95847,1998,23,23,23
95848,1998,29,29,26
95851,1998,4,7,4
95852,1998,25,25,25
95855,1998,4,4,4
95857,1998,8,8,8
95860,1998,17,17,17
95861,1998,19,19,19
95862,1998,4,4,4
95863,1998,3,3,3
95864,1998,4,4,4
95867,1998,2,2,2
95868,1998,1,1,1
95877,1999,5,5,5
95878,1999,9,9,9
95879,1999,5,5,5
95881,1999,3,3,3
95882,1999,4,4,4
95883,2002,28,28,5
95884,1999,4,4,4
95885,1999,3,3,3
95886,1999,4,4,4
95888,1999,0,1,0
95889,1999,4,4,4
95890,1999,7,7,7
95891,1999,4,4,4
95892,1999,4,4,4
95893,1999,8,8,8
95894,1999,1,1,1
95895,1999,1,1,1
95896,1999,1,1,1
95897,1999,4,4,4
95898,1999,2,2,2
95900,1999,1,1,1
95901,1999,1,1,1
95902,1999,1,1,1
95904,1999,1,1,1
95927,1999,5,5,5
95905,1999,1,1,1
95907,1999,1,1,1
95908,1999,0,1,0
95909,1999,1,1,1
95910,1999,1,1,1
95912,1999,1,1,1
95913,1999,4,4,4
95914,1999,2,2,2
95915,1999,1,1,1
95916,1999,15,15,12
95917,1999,9,9,9
95918,1999,0,159,0
96114,2005,1,1,1
95954,1999,1,1,1
95919,1999,4,4,4
95920,1999,10,10,10
95921,1999,0,16,0
95922,1999,3,3,3
95923,1999,1,1,1
95924,1999,1,1,1
95925,1999,1,1,1
96187,2003,3,3,3
95928,1999,1,1,1
95929,1999,1,1,1
95930,1999,0,3,0
95931,1999,1,1,1
95932,1999,2,2,2
95933,1999,1,1,1
95943,1999,1,1,1
96258,2004,1,1,1
95934,1999,1,1,1
95990,2000,1,1,1
95935,1999,1,1,1
95938,1999,1,1,1
95939,1999,1,1,1
95940,1999,0,1,0
96259,2004,1,1,1
95944,1999,1,1,1
95945,1999,3,3,3
95948,1999,1,1,1
95949,1999,1,1,1
95950,1999,1,1,1
95961,1999,4,4,4
95951,1999,1,1,1
95952,1999,2,2,2
95953,1999,1,1,1
95957,1999,1,1,1
95958,1999,1,1,1
95959,1999,2,2,2
95960,1999,1,1,1
95970,2000,356,343,390
95991,2000,1,1,1
95972,2000,1,1,1
95973,2000,3,3,3
95974,2000,1,1,1
95975,2000,1,1,1
95976,2000,0,1,0
95977,2000,1,1,1
95978,2000,1,1,1
95980,2000,1,1,1
95981,2000,1,1,1
95982,2000,1,1,1
95983,2000,1,1,1
95989,2000,1,1,1
95984,2000,1,1,0
95985,2000,1,1,1
96260,2004,0,2,0
95986,2000,1,1,1
95987,2000,1,1,0
95988,2000,1,1,1
95992,2000,1,1,0
95993,2000,1,1,1
95996,2000,0,1,0
95997,2000,1,1,1
95998,2000,1,1,0
95999,2000,1,1,1
96000,2000,6,6,6
96001,2000,1,1,1
96002,2000,1,1,1
96003,2000,1,1,1
96005,2000,0,1,0
96006,2000,1,1,1
96007,2000,3,3,3
96192,2002,2,2,2
96029,2000,1,1,1
96008,2000,3,3,3
96030,2000,1,1,0
96009,2000,1,1,1
96010,2000,1,1,0
96011,2000,2,2,2
96013,2000,0,1,0
96014,2000,17,17,17
96015,2000,34,36,34
96016,2000,20,20,20
96017,2000,1,1,1
96018,2000,7,7,7
96019,2000,7,7,7
96020,2000,12,12,12
96021,2000,1,1,1
96022,2000,1,1,1
96023,2000,1,1,1
96025,2000,1,1,1
96026,2000,1,1,1
96027,2000,1,1,1
96028,2000,1,1,1
96031,2000,1,1,1
96032,2000,1,1,1
96034,2000,1,1,1
96035,2000,1,1,1
96036,2000,1,1,1
96037,2000,1,1,1
96038,2000,1,1,1
96039,2000,1,1,1
96054,2000,1,1,1
96040,2000,1,1,1
96041,2000,1,1,1
96042,2000,1,1,1
96043,2000,1,1,1
96044,2000,1,1,1
96045,2000,1,1,1
96046,2000,5,5,5
96047,2000,1,1,1
96048,2000,1,1,1
96049,2000,1,1,1
96050,2000,1,1,1
96051,2000,1,1,1
96052,2000,1,1,1
96053,2000,1,1,1
96055,2000,3,3,3
96056,2000,1,1,1
96057,2000,1,1,1
96058,2000,1,1,1
96059,2000,1,1,1
96060,2000,1,1,1
96061,2000,1,1,1
96076,2000,2,2,2
96063,2000,1,1,1
96064,2000,1,1,1
96065,2000,1,1,1
96077,2000,1,1,1
96066,2000,1,1,1
96189,2003,3,3,3
96067,2000,1,1,1
96068,2000,1,1,1
96069,2000,1,1,1
96070,2000,1,1,1
96071,2000,1,1,0
96072,2000,1,1,1
96073,2000,3,3,3
96074,2000,1,1,1
96075,2000,1,1,1
96078,2000,1,1,1
96079,2000,1,1,0
96101,2006,1,1,1
96080,2000,1,1,1
96081,2000,1,1,1
96082,2000,1,1,0
96083,2000,1,1,1
96091,2000,1,1,1
96085,2000,1,1,0
96086,2000,2,2,2
96087,2000,5,5,5
96088,2000,1,1,1
96090,2000,1,1,1
96098,2000,1,1,1
96092,2000,0,1,0
96093,2000,5,5,5
96104,2000,1,1,1
96094,2000,1,1,1
96095,2000,1,1,1
96096,2000,1,1,1
96097,2000,1,1,1
96191,2002,3,3,3
96102,2000,1,1,1
96103,2000,1,1,1
96105,2000,1,1,1
96106,2005,1,1,1
96107,2005,1,1,1
96109,2000,1,1,1
96110,2005,1,1,1
96111,2005,3,3,3
96112,2000,1,1,1
96113,2000,1,1,1
96115,2005,1,1,1
96116,2000,3,3,3
96117,2005,2,2,2
96118,2000,1,1,1
96121,2005,1,1,1
96122,2000,1,1,1
96132,2004,1,1,1
96123,2000,1,1,1
96124,2000,1,1,1
96125,2005,0,4,0
96126,2005,1,1,1
96127,2000,1,1,1
96128,2003,2,2,2
96129,2003,5,5,5
96130,2003,1,1,1
96131,2000,1,1,1
96133,2004,2,2,2
96134,2000,1,1,1
96135,2004,1,1,1
96136,2004,2,2,2
96137,2000,1,1,1
96138,2000,1,1,1
96139,2000,1,1,1
96193,2002,27,27,27
96154,2000,1,1,1
96262,2001,2,2,2
96140,2000,1,1,1
96141,2004,3,3,3
96142,2004,1,1,1
96143,2004,1,1,1
96144,2000,1,1,1
96145,2003,3,3,3
96146,2003,2,2,2
96147,2003,1,1,1
96148,2000,1,1,1
96149,2000,1,1,1
96151,2000,1,1,1
96152,2000,1,1,1
96153,2000,1,1,1
96214,2002,2,2,2
96155,2005,1,1,1
96156,2005,1,1,1
96157,2000,1,1,1
96158,2000,1,1,1
96159,2000,1,1,1
96161,2002,1,1,1
96162,2002,3,3,3
96163,2002,4,4,4
96194,2005,1,1,1
96164,2000,1,1,1
96165,2004,3,3,3
96166,2004,2,3,2
96167,2000,1,1,1
96168,2003,12,12,12
96169,2003,3,3,3
96170,2003,1,1,1
96171,2000,1,1,1
96173,2002,2,2,2
96174,2002,3,3,3
96383,2006,7,7,7
96384,2006,2,2,2
96385,2006,1,1,1
96386,2006,1,1,1
96388,2006,1,1,1
96389,2006,1,1,1
96390,2006,3,3,3
96392,2006,0,1,0
96393,2006,1,1,1
96394,2006,1,1,1
96395,2006,1,1,1
96396,2006,1,1,1
96397,2006,1,1,1
96398,2006,1,1,1
96410,2006,1,1,1
96399,2006,0,1,0
96401,2006,1,1,1
96402,2006,2,2,2
96403,2006,1,1,1
96404,2006,1,1,1
96405,2006,1,1,1
96406,2006,4,4,4
96407,2006,1,1,1
96411,2006,1,1,1
96412,2006,0,5,0
96413,2006,2,2,2
96414,2006,1,1,1
96417,2006,182,187,182
96418,2009,0,1,0
96419,2009,0,1,0
96420,2009,1,1,1
96421,2009,3,3,3
96422,2009,1,1,1
96423,2009,1,1,1
96424,2009,1,1,1
96425,2009,2,2,2
96598,1992,3,3,3
96426,2009,1,1,1
96427,2009,0,2,0
96428,2009,1,1,1
96429,2009,0,1,0
96430,2009,1,1,1
96431,2009,1,1,1
96432,2009,2,2,2
96433,2009,1,1,1
96434,2009,1,1,1
96435,2009,1,1,1
96436,2009,1,1,1
96437,2009,0,1,0
96438,2009,1,1,1
96439,2009,1,1,1
96440,2009,0,1,0
96441,2009,1,1,1
96442,2009,0,2,0
96443,2009,1,1,1
96547,1997,1,1,1
96444,2009,1,1,1
96447,2009,1,1,1
96448,2010,1,1,1
96449,2010,1,1,1
96490,2004,1,1,1
96491,2004,3,3,3
96500,2004,1,1,1
96593,2000,1,1,1
96501,2004,1,1,1
96502,2004,1,1,1
96503,2004,1,1,1
96504,2004,0,9,0
96505,2004,5,5,5
96506,2004,4,4,4
96731,2010,2,2,2
96507,2004,8,8,8
96533,1997,11,11,11
96508,2004,8,8,8
96515,1993,7,7,7
96516,1993,0,1,0
96519,1993,0,1,0
96520,1993,0,2,0
96607,1992,0,30,0
96521,1993,0,168,0
96522,1993,165,165,165
96523,1993,25,25,25
96524,1993,14,14,14
96525,1994,2,2,2
96629,1997,2,2,2
96526,1994,37,37,37
96528,1995,5,5,5
96529,1995,1,1,1
96531,1997,10,10,10
96532,1997,0,2,0
96546,1997,1,1,1
96537,1997,10,10,10
96538,1997,15,15,10
96539,1998,11,11,11
96542,1997,8,8,8
96543,1997,3,3,3
96545,1997,0,161,0
96548,1997,3,3,3
96564,2003,54,54,54
96568,2011,26,26,26
96571,1992,35,37,35
96576,1999,7,7,0
96632,1997,12,12,12
96577,1999,7,7,0
96580,2000,4,4,4
96581,2000,4,4,4
96583,2000,2,2,2
96619,1994,1,1,1
96584,2000,2,2,2
96585,2000,3,3,3
96586,1992,4,4,4
96594,2000,4,4,4
96587,2000,2,2,2
96588,2000,1,1,1
96589,2000,1,1,1
96591,2000,1,1,1
96592,2000,1,1,1
96611,1992,38,38,38
96612,1992,0,1,0
96613,1992,28,28,28
96616,1994,8,8,8
96630,1997,0,28,0
96620,1995,9,9,9
96621,1995,9,9,9
96618,1994,69,69,69
96622,1995,8,8,8
96623,1995,1,1,1
96631,1997,4,4,4
96726,2010,2,2,2
96633,1997,7,7,7
96634,1997,2,2,2
96635,1997,8,8,8
96636,1997,6,6,6
96637,1997,4,4,4
96638,1998,3,17,3
96640,1998,2,2,2
96641,1998,6,6,6
96642,1998,0,8,0
96643,1998,5,5,5
96645,1998,20,26,20
96646,1998,16,16,16
96649,2001,4,4,4
96661,2000,1,1,0
96655,2000,1,1,1
96656,2000,0,1,0
96657,2000,1,1,1
96659,2002,1,1,1
96660,2000,12,12,0
96662,2000,5,5,5
96704,2010,1,1,1
96663,2000,3,3,3
96664,2000,3,3,3
96665,2000,8,8,8
96666,2000,8,8,8
96667,2000,3,3,3
96668,2000,2,2,2
96669,2000,1,1,1
96670,2000,10,10,10
96671,2009,2,2,2
96672,2009,1,1,1
96673,2001,4,4,4
96674,2001,7,7,7
96675,2001,10,10,10
96804,2002,1,1,1
96676,2001,4,4,4
96677,2001,3,3,3
96678,2002,5,5,5
96679,2001,3,3,3
96680,2001,2,2,2
96927,2012,2,2,2
96682,2001,2,2,0
96683,2001,3,3,3
96684,2001,2,2,2
96705,2009,2,2,2
96685,2002,13,13,13
96686,2002,16,16,16
96694,2004,2,2,2
96687,2002,22,22,22
96692,2004,1,1,1
96693,2004,0,28,0
96706,2009,15,15,15
96709,2010,1,1,1
96697,2009,1,1,1
96698,2009,1,1,1
96699,2009,4,4,4
96702,2009,1,1,1
96703,2009,0,2,0
96719,2010,8,8,8
96720,2010,1,1,1
96721,2010,2,2,2
96729,2010,1,1,1
96730,2010,1,1,1
96722,2010,5,5,5
96725,2010,1,1,1
96727,2010,1,1,1
96728,2010,1,1,1
96732,2010,1,1,1
96733,2010,2,2,0
96744,1998,2,2,2
96745,1998,8,8,8
96737,1996,22,25,22
96738,1996,3,3,3
96739,1998,5,5,5
96805,2002,1,1,1
96740,1998,5,5,5
96741,1998,1,1,1
96742,1998,6,6,6
96747,1998,5,5,5
96748,1998,7,7,7
96751,1999,0,1,0
96753,2003,1,1,1
96754,1999,6,6,6
96755,1999,4,4,4
96756,1999,6,6,6
96758,1999,5,5,5
96759,1999,0,2,0
96760,1999,3,3,0
96762,1999,4,4,4
96763,1999,1,1,1
96767,2000,7,7,7
96768,2000,2,2,2
96770,2000,1,1,1
96771,2000,1,1,1
96772,2000,3,3,3
96774,2000,2,2,2
96775,2000,1,1,1
96776,2000,3,3,3
96777,2000,4,4,4
96778,2000,3,3,3
96779,2000,3,3,3
96780,2006,2,2,2
96781,2000,3,3,3
96783,2000,1,1,1
96784,2000,1,1,1
96785,2000,1,1,1
96786,2000,1,1,1
96787,2003,1,1,1
96788,2000,3,3,3
96789,2000,1,1,1
96790,2000,3,3,3
96791,2000,1,1,1
96806,2002,1,1,1
96799,2001,7,7,7
96800,2001,2,2,2
96801,2001,6,6,6
96802,2001,1,1,1
96803,2001,22,22,22
96807,2001,1,1,1
96809,2002,7,14,0
96810,2002,17,17,16
96811,2002,4,4,4
96868,1995,27,27,27
96815,2003,3,3,3
96816,2003,1,1,1
96817,2006,3,3,3
96818,2006,0,1,0
96819,2006,1,1,1
96866,1994,9,9,9
96820,2003,12,12,11
96821,2003,2,2,2
96822,2003,2,2,2
96823,2003,9,10,0
96825,2003,1,1,1
96826,2003,1,1,1
96827,2003,2,2,2
96841,1989,10,10,10
96843,1989,10,10,10
96844,1989,10,10,10
96845,2006,1,1,1
96846,1989,30,30,30
96847,1993,6,6,6
96850,1993,13,13,13
96851,1993,17,17,17
96852,2001,4,4,4
96853,2001,3,3,3
96854,1993,6,6,6
96855,1993,5,5,5
96856,1993,4,4,4
96857,1993,32,32,32
96858,1995,3,3,3
96859,2006,2,2,2
96860,1993,87,100,87
96861,1993,4,4,4
96862,1994,22,22,22
96870,2006,0,2,0
96881,2012,1,1,1
96883,2006,1,1,1
96885,2006,7,7,7
96926,2012,1,1,1
96887,2011,36,36,36
96888,2011,1,1,1
96918,2012,1,1,1
96919,2012,2,2,2
96920,2012,1,1,1
96936,2012,1,1,1
96952,2012,4,4,4
96921,2012,1,1,1
96922,2012,1,1,1
96923,2012,3,3,3
96924,2012,2,2,0
96925,2012,1,1,1
96928,2012,1,1,1
96929,2012,2,2,2
96930,2012,3,3,3
96931,2012,1,1,1
96932,2012,2,2,2
96933,2012,1,1,1
96935,2012,1,1,1
96937,2012,1,1,1
96938,2012,2,2,2
96939,2012,1,1,1
96940,2012,3,3,3
96941,2012,1,1,1
96942,2012,1,1,1
96951,2012,2,2,2
96943,2012,1,1,1
96944,2012,1,1,1
96945,2012,3,3,3
96946,2012,1,1,1
96949,2012,2,2,2
96950,2012,2,2,2
96958,2010,1,1,1
96960,2010,141,141,141
96961,2010,1,1,1
96971,2012,1,1,0
96972,2012,1,1,1
96974,2012,2,2,2
96998,2012,1,1,1
96975,2012,2,2,2
96976,2012,1,1,1
96977,2012,1,1,1
96979,1991,6,6,6
96980,2012,2,2,2
96981,2012,2,2,2
96982,2012,2,2,2
96999,2012,2,2,2
96983,2012,1,1,1
96984,2012,1,1,1
96985,2012,1,1,1
96988,2012,1,1,1
97069,1989,6,6,6
97103,1991,140,140,140
96989,2012,1,1,1
96992,2012,1,1,1
96993,2012,1,1,1
96995,2012,1,1,1
96996,2012,1,1,0
96997,2012,1,1,1
97075,1990,2,2,2
97000,2012,76,76,75
97009,1991,0,10,0
97018,1990,47,47,47
97025,1990,8,8,8
97042,1990,3,3,3
97055,1991,11,11,11
97062,1991,5,5,5
97063,1991,1,1,1
97066,1989,2,2,2
97076,1990,3,3,3
97079,1997,10,10,10
97080,1991,1,1,1
97081,1991,0,1,0
97082,1991,1,1,1
97083,1997,64,64,64
97087,1999,12,12,12
97088,1989,0,2,0
97089,1989,2,340,2
97090,1999,0,4,0
97091,1999,12,12,12
97092,2000,34,34,34
97093,2000,1,1,1
97099,1989,0,26,0
97100,1989,0,35,0
97104,1991,44,44,44
97105,1992,2,2,2
97107,1992,10,10,10
97108,1992,10,10,10
97278,2000,3,3,3
97109,1992,8,8,8
97110,1992,5,5,5
97111,1992,1,1,1
97112,1992,0,1,0
97113,1992,2,8,2
97114,1992,0,6,0
97116,1992,5,5,5
97117,1992,5,5,5
97305,2001,1,1,1
97118,1992,1,1,1
97119,1992,5,5,5
97120,1992,12,12,12
97122,1992,10,23,10
97123,1992,10,10,8
97124,1992,0,5,0
97125,1992,13,13,13
97126,1992,18,18,18
97127,1992,7,7,7
97128,1992,9,9,9
97129,1992,6,7,6
97130,1992,0,1,0
97131,1992,13,13,13
97141,1992,6,6,6
97132,1992,8,8,8
97306,2001,2,2,2
97133,1992,9,9,9
97134,1992,2,2,2
97136,1992,0,3,0
97137,1992,11,11,11
97138,1992,9,9,9
97139,1992,0,1,0
97140,1992,7,7,7
97150,1992,17,17,17
97142,1992,29,29,29
97143,1992,31,31,31
97144,1992,15,15,15
97146,1992,7,7,7
97147,1992,7,7,7
97148,1992,4,4,4
97149,1992,6,6,5
97152,1992,16,16,16
97153,1992,2,2,2
97155,1992,8,8,8
97156,1993,4,4,4
97224,2000,3,3,3
97157,1993,7,7,7
97158,1993,4,4,4
97160,1993,3,3,3
97161,1993,2,2,2
97162,1993,8,8,8
97223,2000,3,3,3
97226,2000,4,4,4
